,tweet_text,date,sentiment
3731,American Express Travel Cards Now Earn More Points on Groceries and Streaming https://www.cntraveler.com/story/american-express-travel-cards-now-earn-more-points-on-groceries-and-streaming?utm_source=nl&amp;utm_brand=cnt&amp;utm_mailing=CNT_Daily_PM_050120&amp;utm_campaign=aud-dev&amp;utm_medium=email&amp;bxid=5bdccfc82ddf9c58d0f2e8ab&amp;cndid=37570673&amp;hasha=a9a05f680228fc6f67987f16ed856158&amp;hashb=66110f9ee591efb53033dd735a01f76915e379d4&amp;hashc=3e3ee40b601fa33b9fd44cf64e913ec8c8ca2d707e53cc5f8b533bd793992c7f&amp;esrc=WoM_NYCWFF_SWPS_18&amp;utm_term=CNT_Daily via @CNTraveler,2020-05-02 01:47:51+00:00,1
3732,American express ,2020-05-02 01:42:20+00:00,0
3733,yes are you also or have contact with the american express blue bird card bank,2020-05-02 01:41:59+00:00,0
3734,@AmericanExpress i want to know if your bank also is the bank of the American Express Blue Bird Card,2020-05-02 01:37:30+00:00,0
3735,AmericanExpress: ToddJLeDuc sorry to hear this. Is there something AskAmex can try to assist you with? ^A,2020-05-02 01:33:23+00:00,-1
3736,"AmericanExpress: MRDGbarriers hi, connecting you to AskAmex for assistance. ^A",2020-05-02 01:33:22+00:00,0
3737,"AmericanExpress: MrBrianAlbers hi, connecting you to AskAmex so they can provide more information. ^A",2020-05-02 01:33:22+00:00,1
3738,AmericanExpress: ToddJLeDuc sorry to hear this. Is there something AskAmex can try to assist you with? ^A,2020-05-02 01:28:04+00:00,-1
3739,"AmericanExpress: MRDGbarriers hi, connecting you to AskAmex for assistance. ^A",2020-05-02 01:28:04+00:00,0
3740,"AmericanExpress: MrBrianAlbers hi, connecting you to AskAmex so they can provide more information. ^A",2020-05-02 01:28:03+00:00,1
3741,"Owning a gun in is like owning an American Express credit card; sure you have a credit card, but it's too restricted and not accepted by majority of businesses in This pro-gun fight is useless in the end. It's better to focus on real issues to improve our lives #guncontrol",2020-05-02 01:16:38+00:00,1
3742,You also need to deal with the credit card companies. They're impossible. I spent all day on the phone yesterday and got NO help and NO relief. @AmericanExpress is the worst. They're forcing customers to default so they can make big $$$.,2020-05-02 01:15:14+00:00,-1
3743,Small businesses need your business now more than ever! #SupportLocal in @DowntownSac @AmericanExpress https://bit.ly/2JeUjeO,2020-05-02 01:11:01+00:00,1
3744,"Hi there, thank you for reaching out to us today. So that we can better assist, which U.S. issued American Express Card product do you have? Please do not release any personal identifiable information. ^JAD",2020-05-02 01:06:39+00:00,1
3745,Would you like to rob me via Visa or American Express? :),2020-05-02 01:06:36+00:00,0
3746,are you finally ready to take my order? could I get a snack size mcflurry with m&ms? do you take american express? i don't have anything else on me.,2020-05-02 01:04:39+00:00,1
3747,American Express Quarterly Profits Plunge 76%: Analysts Again Underestimate the Severity of the Crisis https://www.paymentsjournal.com/american-express-quarterly-profits-plunge-76-analysts-again-underestimate-the-severity-of-the-crisis/ #payments #covid19,2020-05-02 01:04:00+00:00,0
3748,"Your name and American Express Serve Account number. Description of the transfer or transaction you are unsure about, and explanation of why you believe it is in error or why you need more information.",2020-05-02 00:56:00+00:00,1
3749,"thanks! If you feel that an unauthorized transfer was made to or from your American Express Serve® Account, or there is an error on your monthly statement or transaction receipt, or you need more information about a transaction listed on your monthly statement",2020-05-02 00:54:42+00:00,1
3750,"Whether #smallbusinesses can’t get to the phone or are not in-store to take the call, we respond to every caller quickly to save time and help catch potential missed business. Read about our offer with @AmericanExpress @AmexBusiness in @CNN:",2020-05-02 00:51:36+00:00,1
3751,Sponsors @AmericanExpress @CampbellSoupCo @Chase @FedEx @Ford @GMC @INFINITIUSA @Kia @generalelectric @LendingTree @Lexus @LibertyMutual @Match @MercedesBenz @nationalcares @oneaday_us @TDAmeritrade @subaru_usa @tide @Swiffer @Toyota @TUMSOfficial @Verizon @zulily @VW,2020-05-02 00:51:30+00:00,0
3752,Give us x5 on groceries and restaurants world wide for gold card members until December :) @AmericanExpress,2020-05-02 00:28:48+00:00,-1
3753,unwanted card back with your own envelope to: American Express PO Box 247018 Omaha NE 68124-9960. Hope this helps! ^JAD,2020-05-02 00:21:24+00:00,1
3754,Got my stimulus check on my American Express Serve card but I can’t pay any bills with the card ,2020-05-02 00:16:08+00:00,0
3755,https://youtu.be/4XgsoKfEyxk CRISTIANS women are raped by #RSSTerrorists and #Hindutva goons in india @DonaldJTrumpJr @USATODAY @UNHumanRights @UN @UN_Women @UNICEF @USArmy @CNN @IAMCouncil @foxnewstalk @AmericanExpress,2020-05-02 00:06:07+00:00,0
3756,American Express,2020-05-01 23:47:58+00:00,0
3757,FU @AmericanExpress for calling @PhoenixPolice on the 25 cars parked in your Phoenix desert lot and threatening arrest while we tried support our health care workers. #LukeAFB #Arizona56thFighterWing #56thfighterwing #Arizona #USAF #Nurse #BSN #firstresponders #Covid,2020-05-01 23:44:51+00:00,-1
3758,I lowkey forgot this happened ,2020-05-01 23:42:38+00:00,0
3759,"#americanexpress You are not supporting local small business by gouging us with interest rates of 29.24%. Perfect payment record here, and when I accidentally didn't hit the ""pay"" button last month, you called. I paid in full immediately--you increased the rate. Shame on you!",2020-05-01 23:39:46+00:00,1
3760,is the @calm app benefit now active?,2020-05-01 23:38:59+00:00,-1
3761,"I went to the malls and I balled too hard “Oh my god, is that a black card?” I turned around and replied, “Why yes, but I prefer the term African American Express”",2020-05-01 23:38:38+00:00,-1
3762,Nope still can’t use my card. You?,2020-05-01 23:32:17+00:00,0
3763,@AmericanExpress what is going on with your website? Can't log in for 2 days.,2020-05-01 23:28:49+00:00,0
3764,American Express's PT raised by Wells Fargo &amp; Co to $115.00. overweight rating. http://www.marketbeat.com/r/1399438 $AXP #AXP via @RatingsNetwork,2020-05-01 23:27:59+00:00,0
3765,"Not only was Ravelo's criminal racket arrested jailed and disbarred, the whole board was sued. American Express trade secrets were passed by criminals to colluding lawyers during cases against collusion. Gen Counsel of Exec Comm'ee of 94 US Govt Attorneys is worth talking to. ",2020-05-01 23:24:25+00:00,1
3766,We don't take American Express,2020-05-01 23:22:17+00:00,0
3767,@MadMoneyOnCNBC What’s a better buy: American Express (AXP) or Visa (V)?,2020-05-01 23:17:30+00:00,1
3768,@AskAmex hey can you not cancel my American Express card? Thanks.,2020-05-01 23:16:03+00:00,1
3769,Any plans to include the Schwab Platinum? @AskAmex,2020-05-01 23:10:18+00:00,0
3770,"Please watch this video @007AliSohrab @DrAlshoreka @KSAmofaEN @LadyVelvet_HFQ @OIC_OCI @AmericanExpress This man abusing to the ISLAM (ALLAH and MUHAMMAD SALLALAHU ALAIHE WASALLAM)but India govt. not to take action.If anybody abusing ISLAM ,we must take action against him. https://twitter.com/syedKashaf95/status/1256353818645721094",2020-05-01 23:00:11+00:00,1
3771,"I released a new episode detailing and analyzing the many benefits and changes added to American Express cards! $160 in credits for cell phone charges, shipping services, streaming services, and much more! https://hurdygurdytravel.com/2020/05/01/27-american-express-adds-benefits-and-revamps-travel-credits/",2020-05-01 22:59:44+00:00,1
3772,"I released a new episode of my @HGTravelPodcast detailing and analyzing the many benefits and changes added to American Express cards! Most notable: $160 in credits for cell phone charges, shipping services, and streaming services! https://hurdygurdytravel.com/2020/05/01/27-american-express-adds-benefits-and-revamps-travel-credits/",2020-05-01 22:58:34+00:00,1
3773,"Perhaps it would be easier if I request a refund via @AmericanExpress? It's complex because it's expressed as separate payments for each ticket, and for baggage, and seat payments, so lots of forms for me and work for them, but I might at least get my money this side of July.",2020-05-01 22:55:17+00:00,-1
3774,Apply for an American Express Card with this link. We can both get rewarded if you're approved! http://refer.amex.us/FREDEBYOsD?xl=cp01,2020-05-01 22:48:03+00:00,0
3775,@Progressive is there a reason you fools dont accept @AmericanExpress? Time to take my business elsewhere,2020-05-01 22:45:40+00:00,0
3776,@AmericanExpress @Uber is there a way to donate my Uber Credits to an essential or healthcare worker?,2020-05-01 22:43:45+00:00,0
3777,"Right , Will an American Express Traveller's Check work for you , I usually sit in the car, and write it n the, ah, glove compartment lid. Ok ....Hey Judge , God is Watching .....You !",2020-05-01 22:40:36+00:00,1
3778,What about Europe?,2020-05-01 22:39:12+00:00,0
3779,"Scoop: American Express loses a transfer partner. Amex hasn't confirmed yet, but it would definitely be a loss if its not actually temporary: ",2020-05-01 22:31:44+00:00,1
3780,American Express Credit Cards Get More Bonus Categories #travel,2020-05-01 22:31:25+00:00,1
3781,"I'd have been happier, @AmericanExpress , if you had asked us to donate to PM National Relief fund, which is audited by the public auditor, instead of this phony PM Cares fund. As a customer, I am disappointed, you used your channel incorrectly. ",2020-05-01 22:29:58+00:00,-1
3782,American Express will now offer a meditation app and credits for streaming services as the pandemic disrupts travel https://trib.al/0slLKbr via @business,2020-05-01 22:26:06+00:00,0
3783,@AmericanExpress @AskAmex Are there no statement credits for Gold Card members like Platinum and Green? Pretty sure I won’t be using my Airline Credit or 3x for travel anytime soon!,2020-05-01 22:25:56+00:00,1
3784,American Express adds limited time perks until December 2020. Click and read if you are a member of #AmEx: https://www.cnn.com/2020/05/01/cnn-underscored/american-express-new-limited-time-benefits-coronavirus/index.html,2020-05-01 22:19:21+00:00,-1
3785,"(This thread is about payments/loyalty programs, ignore if you're here for FFXIV stuff) I saw an article last week about Hilton pre-selling $1 billion worth of points to American Express. It had me wondering what Starbucks' deal with Chase involves... ",2020-05-01 21:56:23+00:00,1
3786,"Awesome deal RT @AnnaLiveShow: American Express shares nine tips to help grow your small business. Tip eight, “Beat your competitors to the punch”… https://twitter.com/i/web/status/1256330482112884736",2020-05-01 21:49:41+00:00,1
3787,"maintaining the GPA is not a requirement I guess for high profile athletes and still for the lower echelon is has to be that way and yet those who are ""Rice"" need to understand that because you're from the ""south"" doesn't give you the american express card girl and let's keep it",2020-05-01 21:34:43+00:00,1
3788,Know how @AmericanExpress is helping longtime customers who’ve asked for and have gotten approved #COVID19 payment assistance? By suspending their charging privileges! Thanks #Amex ,2020-05-01 21:32:03+00:00,1
3789,ONLY MASTERCARD DISCOVER OR AMERICAN EXPRESS WHAT KINDA PLACE DOES THIS,2020-05-01 21:30:14+00:00,0
3790,American Express (U.S. Cards) Is Adding Benefits For Most Cards To Mitigate COVID-19 Impact. https://bit.ly/AMEXBONUS20,2020-05-01 21:28:17+00:00,1
3791,They really should teach these shits in school man . If my score was perfect before I had history then it should be possible for me to get an American Express for my first card spare me,2020-05-01 21:19:29+00:00,1
3792,You guys turned down our requests for help with out @AskAmex bills as our company is shut down by decree.,2020-05-01 21:15:46+00:00,-1
3793,Which U.S. issued American Express Card product this is concerning. Please do not release any personal information via this channel. ^JAD,2020-05-01 21:12:43+00:00,0
3794,"American Express shares nine tips to help grow your small business. Tip eight, “Beat your competitors to the punch” is great advice! https://amex.co/2YeDqdd",2020-05-01 21:11:43+00:00,1
3795,"American Express Company AMEX (AXP) price at close, 2020-05-01, is 88.47.",2020-05-01 21:08:23+00:00,0
3796,"Buy a house and take out a mortgage , Bad Credit is better then No credit !! People have high credit scores because they don’t have anything built my credit it 756 and I have a 5,000 American Express .",2020-05-01 21:06:18+00:00,-1
3797,".@AmericanExpress is supporting its customers' evolving needs by introducing new limited-time offerings in the areas that matter most right now, like staying connected and dining at home: https://trib.al/V5kD562",2020-05-01 21:06:04+00:00,1
3798,"AmericanExpress: Duejusticdesign hi, connecting you to our customer care team AskAmex. ^A",2020-05-01 20:58:13+00:00,0
3799,Fresh air on the patio at #home 4yrs in and out of #quarantine during 2 cancer fights and now #covid19 took a break from #money issue ways how to handle my #bills #medical and chase and americanexpress #creditcards… https://www.instagram.com/p/B_qNKi4ps4B/?igshid=m9dnxau53thi,2020-05-01 20:57:17+00:00,1
3800,"Hello, thank you for reaching out. So that we can better assist, please advise the general nature of your concern & which U.S. issued American Express Card product this is concerning. Please do not release any personal information via this channel.^JAD",2020-05-01 20:51:21+00:00,1
3801,This is priceless American Express priceless Hahaha ,2020-05-01 20:50:32+00:00,1
3802,Awesome deal RT @ItsNandoBro: RT @AmericanExpress: We know needs are evolving &amp; we want to help customers continue to enjoy their Membership during these times. See how…,2020-05-01 20:49:49+00:00,1
3803,"Awesome deal RT @GeorgeS46759430: RT @GeorgeStrait: .@AmericanExpress Card Members, get early access to tickets for George’s new show in South Bend, IN with #AmexPresale now…",2020-05-01 20:49:41+00:00,1
3804,Poor customer service this afternoon!,2020-05-01 20:47:35+00:00,-1
3805,@dlkmhuebel Please remove my username before you ask a question to American Express. I can see your whole conversation with them. Thank you.,2020-05-01 20:42:21+00:00,1
3806,And I am honoured to share this ,2020-05-01 20:37:03+00:00,0
3807,An adverse #antitrust ruling against the DOJ doesn't just disappear now that @Sabre_Corp and @Farelogix have terminated their deal. Gov. says it may move to vacate the merger decision given its reading of the @AmericanExpress Supreme Court case. ,2020-05-01 20:35:42+00:00,0
3808,"Excuse me, ""key sector""",2020-05-01 20:33:19+00:00,-1
3809,"AmericanExpress: Duejusticdesign hi, connecting you to our customer care team AskAmex. ^A",2020-05-01 20:33:08+00:00,0
3810,"AmericanExpress: OfficialMCPaid hi, is there something our customer care team AskAmex can try to assist you with? ^A",2020-05-01 20:33:07+00:00,0
3811,"Where's the key factor for ""people who don't really need a big-ass truck""?",2020-05-01 20:32:50+00:00,1
3812,Tell American Express to Stop Offering Exotic-Animal Skins as Rewards! ,2020-05-01 20:32:11+00:00,1
3813,"AmericanExpress: OfficialMCPaid hi, is there something our customer care team AskAmex can try to assist you with? ^A",2020-05-01 20:28:15+00:00,0
3814,American Express Helps Consumers and Small Businesses Get the Most Out of Membership While Staying Home | American Express https://about.americanexpress.com/press-release/business-charge-cards/american-express-helps-consumers-and-small-businesses-get-most,2020-05-01 20:26:34+00:00,1
3815,That’s the worst! This one time I went to big bear and brought my jet skies I went to fill up with gas and I dropped my American Express platinum card and it sunk right to the bottom of the lake. I started to have a break down ,2020-05-01 20:25:14+00:00,-1
3816,Mine was supposed to be on the Serve card but I received a check..@jacksonhewitt and @AmericanExpress serve really dropped the ball..,2020-05-01 20:23:51+00:00,1
3817,Tell American Express to Stop Offering Exotic-Animal Skins as Rewards! https://support.peta.org/page/4099/action/1,2020-05-01 20:23:41+00:00,1
3818,"Well, I received my stimulus money on a check and not on the Serve card..I received it on Tuesday..If it is not on the Serve card by now, the check is in the mail.",2020-05-01 20:21:34+00:00,0
3819,"Don't forget about all the stuff that was in ffxv. You already got cup noodle, but there was also American express cards, and the camp gear ingame.",2020-05-01 20:13:48+00:00,0
3820,Rush? Maybe stop inflating the numbers.,2020-05-01 20:12:57+00:00,0
3821,Maybe get government's foot off our throats.,2020-05-01 20:12:29+00:00,0
3822,@AmericanExpress would like to speak to a customer service rep,2020-05-01 20:10:35+00:00,0
3823,Looks like that african american express has been closed,2020-05-01 20:09:11+00:00,-1
3824,American Express just refreshed a number of their cards to better suit our current stay at home lifestyle needs! Some of the new perks include up to $320 in statement credits toward your wireless phone services and… https://www.instagram.com/p/B_qHUuUhwGA/?igshid=vhugbdmlwn1a,2020-05-01 20:06:15+00:00,1
3825,American Express New Benefits and Improved Rewards ,2020-05-01 20:06:10+00:00,1
3826,American express personal savings Review ,2020-05-01 20:05:38+00:00,0
3827,"As if you give a shit about small businesses, or people for that matter.... ",2020-05-01 19:52:44+00:00,-1
3828,"From an Aggie: Nothing is worse than getting ripped off. Personally, I would use American Express for all ""internet"" transactions. My number has been compromised a few times and AMX is ALWAYS on top of it. You can also be notified when a trans happens wo card!",2020-05-01 19:48:54+00:00,-1
3829,Finding of Violation issued to American Express Travel Related Services Company by the U.S. Department of the Treasury’s Office of Foreign Assets Control http://ow.ly/ifII30qCjNw #OFAC #sanctions,2020-05-01 19:45:04+00:00,-1
3830,"@AmericanExpress they blocked my platinum card just because I didn’t use the card for 3 months , and they don’t want to unblock it again while I need money from them while I need money from them not they need because I put extra money than the limit ! Shameful @AmericanExpress ",2020-05-01 19:43:52+00:00,0
3831,"Can’t wait to get that Black American Express, so I can show them white folks how to really pull the race card. -Cyhi",2020-05-01 19:43:48+00:00,1
3832,https://www.etsy.com/shop/TheCraftistBoutique Small family farm soap business. We get no company bailout. 20% sale offer,2020-05-01 19:41:33+00:00,-1
3833,@AskAmexUK any comments ?,2020-05-01 19:39:50+00:00,0
3834,The only reason I made a commercial for American Express was to pay for my American Express bill. Peter Ustinov,2020-05-01 19:39:04+00:00,0
3835,"AmericanExpress: monacoevans Hi, for assistance please call the number on the back of your Card. ^E",2020-05-01 19:33:05+00:00,0
3836,"DSX now censor people from spreading the truth! I advice everyone not to use dsx until they return money to million of people on epayments, u will never know when dsx will freeze all your money forever same as epayments",2020-05-01 19:31:39+00:00,0
3837,"AmericanExpress: monacoevans Hi, for assistance please call the number on the back of your Card. ^E",2020-05-01 19:28:03+00:00,0
3838,Just received a call from AMEX. Basically he laughed at me when I asked for a copy of the recording where I allegedly agreed to Amex cancelling my cards from a woman with a strong accent speaking broken English on a cell phone with poor reception. Amex doesn’t care!,2020-05-01 19:25:53+00:00,1
3839,"Hi there, thank you for reaching out to us today. American Express Go is an extension to the Corporate Cards we offer. Hope this helps! ^JAD",2020-05-01 19:24:34+00:00,0
3840,We partnered with @MSTheater &amp; @AmericanExpress to bring you the #SaferAtHome Scavenger Hunt! Enter through the link to send us a picture with your items &amp; win a $100 AMEX gift card! You must have ALL items to be eligible to win! Ends 5/3 at 11:59 PM! https://stpls.la/scavenger,2020-05-01 19:23:40+00:00,1
3841,"No, one was American Express, for their iOS dev team, and one was for a mobile development position with some other company I don’t even remember the name of. Unlikely many would have even heard of them.",2020-05-01 19:22:45+00:00,-1
3842,Add your American Express card to my Apple Pay so I know it’s real,2020-05-01 19:22:36+00:00,1
3843,[Confirmed] New American Express Platinum Benefits To be Added: $20 Streaming &amp; $20 Wireless Mobile Credit ,2020-05-01 19:22:32+00:00,1
3844,"American Express Adds Limited Time Benefits To Platinum, Green, Marriott, Delta, Hilton Credit Cards ($200 In Dell Credit &amp; More) ",2020-05-01 19:22:32+00:00,1
3845,No love for gold?,2020-05-01 19:22:16+00:00,-1
3846,Enter for a chance to win a $100 American Express gift card for Mom! Tell us what makes the special mom in your life AMAZING at http://OldSchool1047.com. Josefa Salinas will pick one winner daily Monday through Friday. #HappyMothersDay #OldSchool1047 #MothersDayGiveaway,2020-05-01 19:21:37+00:00,1
3847,The benefits @AmericanExpress is now offering on the #Amex Platinum are fantastic. $320 in statement credits for using the card to pay for cell phone services and streaming. Make sure to adjust your spending to max out rewards!,2020-05-01 19:20:53+00:00,1
3848,Asking for American Express... ,2020-05-01 19:20:49+00:00,0
3849,The @USTreasury on Thursday issued a finding of violation against a subsidiary of American Express Company for providing services to a German man under U.S. sanctions for his role in a nuclear proliferation network ,2020-05-01 19:19:42+00:00,0
3850,The @USTreasury on Thursday issued a finding of violation against a subsidiary of American Express Company for providing services to a German man under U.S. sanctions for his role in a nuclear proliferation network https://brief.kharon.com/updates/american-express-subsidiary-reprimanded-for-providing-services-to-sanctioned-nuclear-engineer/,2020-05-01 19:19:27+00:00,0
3851,http://tinyurl.com/ycs2yerc American Express Helps Consumers and Small Businesses Get the Most Out of Membership While Staying Home,2020-05-01 19:17:53+00:00,1
3852,@AMA_Marketing @AOMConnect @DiversityInc @aaahq @lincolnfingroup @NASBA @GMACUpdates @IMA_News @bentleyu @NewYorkLife @lincolnfingroup @LinkedIn Moss Adams @AmericanExpress and over 300+ universities Thanks for your support! ,2020-05-01 19:15:35+00:00,1
3853,Strong Moves from American Express on Hilton Credit Cards http://dlvr.it/RVr9Zl via @milestomemories,2020-05-01 19:11:33+00:00,1
3854,"@AmericanExpress Can you guys please dm me, been trying to get some support for awhile regards logan",2020-05-01 19:10:50+00:00,0
3855,@sobeys Why is it that American Express cards can not be tapped in your stores? I hope you can fix this soon.,2020-05-01 19:10:49+00:00,0
3856,Strong Moves from American Express on Hilton Credit Cards http://dlvr.it/RVr9J6,2020-05-01 19:09:33+00:00,1
3857,"AmericanExpress: LeonardPGoldst1 While the Gold Card continues to offer value across grocery &amp; food delivery, we're continuing to roll out new &amp; relevant Amex Offers &amp; will soon provide all US Consumer Card Members w/ complimentary access to 1 year Premium membership w/ Calm…",2020-05-01 19:03:29+00:00,1
3858,American Express New Benefits and Improved Rewards ,2020-05-01 19:03:28+00:00,1
3859,"@realDonaldTrump Hey wtf going on stimulus check ???????????the irs, American Express Serve Jackson Hewitt not answering the phone!!!!!!!",2020-05-01 19:03:11+00:00,-1
3860,"""The stakes of protecting [your company's IT] systems from a cyberattack could not be higher. In the words of the old American Express commercial: “What will you do? What will you do?” #cybersecurity #houstonbusiness #informationtechnology https://hbr.org/2020/05/how-organizations-can-ramp-up-their-cybersecurity-efforts-right-now @harvardbiz",2020-05-01 19:02:29+00:00,1
3861,$AXP: New Insider Filing on AMERICAN EXPRESS CO's Chief Colleague Experience Off MONIQUE HERENA: https://insideri.com/4962_000112760220014988_0001127602-20-014988,2020-05-01 19:01:17+00:00,1
3862,"Hi, If I want to join American Express Go program, what kind the card I need to apply business card or personal card.",2020-05-01 18:59:16+00:00,1
3863,"AmericanExpress: LeonardPGoldst1 While the Gold Card continues to offer value across grocery &amp; food delivery, we're continuing to roll out new &amp; relevant Amex Offers &amp; will soon provide all US Consumer Card Members w/ complimentary access to 1 year Premium membership w/ Calm…",2020-05-01 18:58:04+00:00,1
3864,AmericanExpress: Mphil8818Mphil8 Please have him contact us using the number on the back of his Card and we'll look into this. ^E,2020-05-01 18:58:03+00:00,0
3865,$AXP: New Insider Filing on AMERICAN EXPRESS CO's Chief Marketing Officer ELIZABETH RUTLEDGE: https://insideri.com/4962_000112760220014985_0001127602-20-014985,2020-05-01 18:51:17+00:00,1
3866,Awesome deal RT @AmericanExpress: @rapidtravelchai Looping in @AskAmex to help answer your question and you can check out the FAQs here: https://amex.co/2KT05Dr ^E,2020-05-01 18:49:48+00:00,1
3867,"Awesome deal RT @amytokes: RT @AmericanExpress: In support of U.S. #smallbusiness owners and in support of the spirit of the #StandforSmall platform, American Express…",2020-05-01 18:49:41+00:00,1
3868,$AXP: New Insider Filing on AMERICAN EXPRESS CO's EVP - Controller QUINN JESSICA LIEBERMAN: https://insideri.com/4962_000112760220014979_0001127602-20-014979,2020-05-01 18:49:17+00:00,1
3869,"$AXP: New Insider Filing on AMERICAN EXPRESS CO's President, Glbl Services Group DENISE PICKETT: https://insideri.com/4962_000112760220014983_0001127602-20-014983",2020-05-01 18:47:17+00:00,1
3870,"If you’d like to offer a workshop on #pivoting your #smallbusiness during COVID 19 and beyond, I am open for sponsorship. @SteveSqueri",2020-05-01 18:47:16+00:00,0
3871,"$AXP: New Insider Filing on AMERICAN EXPRESS CO's CRO and Pres., GRBC RAYMOND JOABAR: https://insideri.com/4962_000112760220014981_0001127602-20-014981",2020-05-01 18:45:17+00:00,1
3872,I Call and all I get it to automate,2020-05-01 18:43:57+00:00,0
3873,"@AmericanExpress The PR release doesn't provide the details... @AskAmex you do have a page that lists sample and streaming wireless carriers, the question is that @googlefi has previously been excluded, will you and them get this fixed? https://www.americanexpress.com/us/rewards-info/retail.html",2020-05-01 18:40:11+00:00,-1
3874,Ok I sent the Information 2 hours ago now what,2020-05-01 18:39:28+00:00,1
3875,"Point is, if he had not been told the fee would be waived, he would never have taken out this card. He's an 18-yr-old who believes what people in authority tell him. He was told AmEx apologizes for the misinformation, but the fee stands. ",2020-05-01 18:37:13+00:00,1
3876,Just give me your full American Express a/c details ,2020-05-01 18:34:43+00:00,1
3877,AmericanExpress: Mphil8818Mphil8 Please have him contact us using the number on the back of his Card and we'll look into this. ^E,2020-05-01 18:33:09+00:00,0
3878,AmericanExpress: holyshityouguys Connecting you with AskAmex to help answer your question. ^E,2020-05-01 18:33:09+00:00,0
3879,That is what he just did for the last half hour. This is the 5th or 6th time calling about it. I am beyond frustrated and sad for him. That’s more than 2 months take home pay for him.,2020-05-01 18:31:29+00:00,-1
3880,@AskAmex I can't get through to American Express BlueBird. I can't access my BlueBird account. It won't accept my user name and password. I've made dozens of calls over the past few weeks. I've been on hold for about an hour. What do I do? Thank you.,2020-05-01 18:30:03+00:00,-1
3881,"My son, who is a cadet at West Point, is considered active duty Army. He took out a card with a $550 annual fee and was told it would be waived... after 5 phone calls, he was now told that American Express apologizes for the misinformation, but he will not be reimbursed the fee!",2020-05-01 18:28:44+00:00,-1
3882,AmericanExpress: holyshityouguys Connecting you with AskAmex to help answer your question. ^E,2020-05-01 18:28:21+00:00,0
3883,AmericanExpress: monacoevans Please call us to assist with your account. ^E,2020-05-01 18:28:20+00:00,0
3884,AmericanExpress: DaveBuckloe Please do not share personal information on this account as it is not secure. We recommend you delete your tweet and contact us via the number on the back of your Card or via AskAmex to be issued a new Card. ^E,2020-05-01 18:28:20+00:00,-1
3885,AmericanExpress: m_mckeithen Please call the number on the back of your Card for questions about your account. ^E,2020-05-01 18:28:19+00:00,0
3886,AmericanExpress: rapidtravelchai Looping in AskAmex to help answer your question and you can check out the FAQs here: https://amex.co/2KT05Dr ^E,2020-05-01 18:28:18+00:00,0
3887,Jackson Hewitt and the irs said they are keeping the rest of everyones money for a private party they are having in june smh!!,2020-05-01 18:27:02+00:00,0
3888,"people with serve card from American express through Jackson Hewitt cant even get their damn stimulus and were first responder health care workers,its just sad!!!",2020-05-01 18:21:25+00:00,-1
3889,"I didn't see anything in terms about specific carriers. Indeed, Fi hasn't coded well for me for other promotions :\",2020-05-01 18:16:46+00:00,-1
3890,I can’t get a small business AMEX. I wish I could. But I made mistakes before I started my PLLC.,2020-05-01 18:15:53+00:00,-1
3891,Let's not. Let's flatten the curve before rushing back out into public.,2020-05-01 18:03:34+00:00,0
3892,AmericanExpress: monacoevans Please call us to assist with your account. ^E,2020-05-01 18:03:15+00:00,0
3893,AmericanExpress: DaveBuckloe Please do not share personal information on this account as it is not secure. We recommend you delete your tweet and contact us via the number on the back of your Card or via AskAmex to be issued a new Card. ^E,2020-05-01 18:03:14+00:00,-1
3894,AmericanExpress: m_mckeithen Please call the number on the back of your Card for questions about your account. ^E,2020-05-01 18:03:14+00:00,0
3895,AmericanExpress: rapidtravelchai Looping in AskAmex to help answer your question and you can check out the FAQs here: https://amex.co/2KT05Dr ^E,2020-05-01 18:03:13+00:00,0
3896,Gold card is excluded from enjoying these new perks?,2020-05-01 17:59:06+00:00,1
3897,American Express has extended the qualifying period to earn a sign-up bonus on its UK cards to SIX MONTHS. If you apply today you have until NOVEMBER to hit the spending target.. 26k Avios (using my link) for spending 3k in 6 MONTHS! https://bit.ly/2xqHkEv #avios #amex #miles,2020-05-01 17:59:06+00:00,0
3898,American Express annual payment ,2020-05-01 17:57:40+00:00,0
3899,"Will @googlefi count as wireless service for this benefit? It has previously been excluded from all @AmericanExpress wireless promotions. If not, I should drop Fi.",2020-05-01 17:56:55+00:00,-1
3900,"Thank you, during the meantime I figured it out :) However, iTunes US doesn‘t accept my credit card, even tho it‘s American Express. I bought a credit card for the American iTunes store and now I‘m waiting until I receive the code.",2020-05-01 17:53:22+00:00,0
3901,You are a scam! The moment a small business runs into any turbulence AMEX cuts their feel from under them. No matter how long you have been a loyal customer without late payments.,2020-05-01 17:52:14+00:00,-1
3902,Kewl. Why don't I just give you the go-ahead though to perform a *LIMITED* amount of work (no more than like 2K). Here's my @AmericanExpress card #: 3400 0000 0000 009,2020-05-01 17:50:34+00:00,-1
3903,"Awesome deal RT @Kennychesney441: RT @kennychesney: Stateline, NV! The #chillaxificationtour is headed your way with special guest @michaelfranti. @AmericanExpress Card Memb…",2020-05-01 17:49:41+00:00,1
3904,"@AmericanExpress How am I supposed to feel good about using the benefits of my Amex Gold card, when I see GrubHub swindling restaurants like this? ",2020-05-01 17:42:32+00:00,1
3905,American Express. it’s a credit card.,2020-05-01 17:41:31+00:00,0
